user_id,avg_txn_amount,location_entropy,weekend_ratio,category_diversity,time_of_day_pref,risk_appetite_score,spending_velocity,merchant_loyalty_score,trust_score,dna_deviation_score,is_anomalous_session
user_101,777.5381579457592,0.24132025304140947,0.2981264452243989,0.651455795063906,0,0.8233750677163149,6.118480446815717,0.581477354289525,0.5692271395259325,0.32623589186371843,0
user_101,78.92197890607183,0.5222203610554771,0.12487070303987208,0.6895956702146213,0,0.6195216158188495,8.39828418501562,0.31845509860374316,0.5763632806923602,0.037099206812832276,1
user_101,477.58743064591187,0.7116245873766385,0.24226290787971957,0.7005205076507023,3,0.46076761936685917,7.976550954160519,0.3933332119941195,0.7454301050356477,0.011542875995656754,0
user_101,384.48226397345474,0.35480993771489777,0.3283488769174278,0.4312847434277841,1,0.1647850554097242,11.051073981354575,0.3737645745157743,0.6035920095783099,0.17919604908803552,0
user_101,501.71886843433293,0.7891661602972465,0.5585154799511713,0.5060360948911747,0,0.8135294271187571,14.900672975364595,0.42915403448629863,0.6392674188131187,0.33673377419223044,0
user_101,671.1317911830239,0.5612349641727118,0.49387239375469555,0.2364343692886271,1,0.501616165963723,9.485383384089912,0.890446698876687,0.9751187338139808,0.20700447683097567,0
user_101,277.98431779819873,0.5569473958985849,0.27706087394644335,0.25850596504223433,1,0.43826444651574137,3.9661395755603595,0.7848271705062684,0.5163933652081993,0.2640333985309894,0
user_101,103.95021417639626,0.33859788732490775,0.247705034318219,0.4754089702109431,0,0.8275485592037313,6.862986120115309,0.42477243204112114,0.6420023683079789,0.17555894660277602,0
user_101,269.5530864160148,0.5538490270611852,0.025706409300953803,0.2792649300301048,1,0.13818271304257712,4.026326144255817,0.3299615096517565,0.6866568338565008,0.30125875981481387,0
user_101,545.1893303116287,0.66143585591977,0.25728678364359164,0.7291910529886725,0,0.6266541000649699,2.387730205399405,0.429945943746782,0.9050198281487516,0.11067910420400368,1
user_101,428.5509721765404,0.4787918957657197,0.38566885130904976,0.1589571457437834,1,0.2344666920023849,4.641132836175485,0.677730731403758,0.8363727566392196,0.08342827864595122,0
user_101,566.9413491254145,0.37599601786295794,0.329964879022736,0.30668919229656355,1,0.2588371876116592,9.620786718505137,0.23841154007326534,0.7770754337673951,0.3350349160015505,0
user_101,697.6594208749971,0.6442527094843772,0.4541846495391947,0.6084204517142742,2,0.7768770493503433,9.391386089735613,0.7365907404511982,0.723934209587495,0.19372954777403584,0
user_101,593.0061539864153,0.2973412914018463,0.5192567186024202,0.8957836017090778,3,0.13839176262925768,1.4678431478576381,0.9153657557475392,0.6448657097202162,0.2872346997694134,0
user_101,99.41257029868297,0.6288181175523675,0.3831721784833719,0.8188332646159904,0,0.11521688952304032,5.1879658592872735,0.7931480459651605,0.7606936869452877,0.21660471348257393,0
user_101,316.75708677278226,0.6759843813632936,0.2341551454861929,0.2132193226331851,1,0.7149290597464537,10.094039667460404,0.2478387978285025,0.9809588209603737,0.32428529684922563,0
user_101,102.40011860084815,0.926338207397501,0.42456724492275577,0.15835842487172577,3,0.9252148802139888,13.551646535859593,0.3919571613898152,0.9408488345577183,0.16908455282677567,0
user_101,167.93789281796018,0.8273019200937571,0.14110583526743242,0.5912036749854607,0,0.9513890451676565,6.3877044373177805,0.2901890229096873,0.6053845485463333,0.08428778623170392,0
user_101,372.8070105575191,0.6812678151950299,0.05082229146053965,0.8985657135347415,1,0.5067844909079836,1.2008533557153487,0.4321774634756497,0.8205830383334667,0.36767450047543276,0
user_101,375.7715723865821,0.9181592198573334,0.5350612917982541,0.14438856851569862,2,0.4547265710809383,12.76208817904022,0.7907210416928363,0.7433161407186573,0.31612777086537996,0
user_101,355.65887967426585,0.07580511881335934,0.3634206885712293,0.2883852622155487,0,0.8353593289540605,0.9214541120390727,0.3390288292875879,0.8735945332853678,0.34909572606151934,1
user_101,608.9517648605755,0.5835134081322901,0.19685561300008575,0.7909489476237365,3,0.3027037871926528,11.274030894490501,0.48272043832404826,0.6477785804511114,0.023866478350604316,0
user_101,79.10653331230581,0.14608272560859625,0.5255258857908375,0.11004046614370369,1,0.4092080793166233,1.5569432047573066,0.7926871473652655,0.882289976649743,0.3978697496216342,0
user_101,448.4749054505642,0.4853082862567878,0.5085036229995306,0.639514884893361,2,0.8943933155272016,9.522068064310087,0.5292154391044188,0.8330318997562006,0.18542203759602668,0
user_101,481.2673966824183,0.26489459205225524,0.19883501435808956,0.8381061996924447,1,0.7164897983380332,6.060106866515895,0.2295253883072492,0.6343563206467615,0.01118014948127155,0
user_101,645.3220108858653,0.8119514008683696,0.3627704257313941,0.210749318693349,2,0.10116123535342825,12.281872952025704,0.20186163519109931,0.8077992000590148,0.011583045776980373,0
user_101,598.9880372696691,0.4964784838899817,0.36667808421098336,0.1552321957611066,1,0.7353431939052034,7.514200943902717,0.8232389608295827,0.6145023148963538,0.1500077649655915,0
user_101,748.3786580718394,0.6852635357004486,0.3843096202435741,0.8529520458341836,2,0.026823316821006582,14.172150273961241,0.3731487925902812,0.5794907711414807,0.25450564746631765,0
user_101,709.6315955021003,0.6394162513624388,0.30338766924717236,0.20792672424211914,0,0.09018308256739027,4.9265522126004155,0.729377953239041,0.6395998412034752,0.02247516756432462,0
user_101,547.6531405671609,0.5304792443359388,0.4028468431408408,0.7160443046159389,3,0.528515612781622,12.9088345658836,0.33960955369991064,0.6230121818225578,0.38628079915356217,0
user_101,700.499755097574,0.08517640388011448,0.22892738174863536,0.6988630267719034,0,0.16856094954950607,8.994820318183871,0.502093699872241,0.9176558238900079,0.042357929276802465,0
user_101,405.11994239094184,0.6563473578412058,0.37504700203897584,0.24384698734782662,1,0.6420041736176322,3.034251041236965,0.8353097192933139,0.8235497104084666,0.07936563339946501,0
user_101,552.3397516094477,0.0963490222492762,0.047372329582941464,0.3269179961224068,1,0.40617935196440347,1.4291754257423261,0.5149810897921028,0.9072010676055273,0.09926035258217408,0
user_101,196.25335575877816,0.17084699103466183,0.19819561015997525,0.39746817142753454,1,0.3157500762721198,4.165579101581809,0.8592273140644671,0.8831963854268183,0.10582661184236725,0
user_101,404.91432635788215,0.8240082444155407,0.029447864338411376,0.8076147965745263,3,0.3666156339449015,3.8891616285067747,0.8206865597002588,0.8434596781939352,0.1847800537336898,0
user_101,59.69243894967322,0.9124730565952032,0.12541549606803018,0.8440783738144718,1,0.7545493295622052,10.333749295936155,0.4525625572557739,0.7493484442387065,0.034416030581317036,0
user_101,245.01847615393922,0.7641394723721814,0.3390178650582007,0.36945635998525317,3,0.3073989732671427,3.7472688342652596,0.8482945910192294,0.9481475275753128,0.24724124573030412,0
user_101,627.0647884167084,0.20384413581380234,0.47268257791860807,0.8303385119759796,0,0.9239534568140769,3.346786506117541,0.4964029989970835,0.8467950622339562,0.28132677095838216,0
user_101,25.35692893400963,0.4307261787926586,0.4835548032449306,0.6574791055863888,0,0.7303757598394031,4.054556647675346,0.37570574693020065,0.8975280138437179,0.006571606303096367,0
user_101,440.2107545022395,0.8810601377465926,0.4153972058004744,0.7851124079843688,1,0.6517975262559396,7.319309882545426,0.6957910707207253,0.8961365604854322,0.39917922985603993,0
